upgradeIsExecutedIfApprovedByGuardiansAndSecurityCouncilInv,18100
emergencyUpgradeUnfreezesStateInv,18101
regularUpgradeDoesnotUnfreezeStateInv,18102
emergencyUpgradeMaybeExecutedInFrozenInv,18103
emergencyUpgradeMultisigInv,18104
emergencyUpgradeMustBeExecutedOnce,18105
upgradeMustBeExecutedOnce,18106
freezesRequireEmergencyUpgradeInv,18107
upgradesAllowedOpsInv,18108
updateSecurityCouncilInv,18109
updateGuardiansInv,18110
updateUpdateEmergencyUpgradeBoardInv,18111
